"uptake","detritus1c","detritus1n","detritus2c","detritus2n","detritus3c","detritus3n","year","day","month"
0.0001332,173.0491462,4.1042875,353.6221479,8.387022479,225.716294,5.35341801,2012,21,6
0.00014559,173.0491462,4.10429605,353.6221479,8.387040083,225.716294,5.35342988,2012,22,6
0.00014844,173.0491462,4.10430507,353.6221479,8.387057639,225.716294,5.35344119,2012,23,6
0.00014337,173.0491462,4.10431383,353.6221479,8.387075298,225.716294,5.35345259,2012,24,6
0.00015237,173.0491462,4.10432275,353.6221479,8.387093876,225.716294,5.35346448,2012,25,6
0.00016821,173.0491462,4.10433092,353.6221479,8.387112677,225.716294,5.35347615,2012,26,6
0.00016315,173.0491462,4.1043409,353.6221479,8.387129649,225.716294,5.35348726,2012,27,6
0.00015367,173.0491462,4.10434877,353.6221479,8.387146269,225.716294,5.35349895,2012,28,6
0.00014855,173.0491462,4.10435809,353.6221479,8.387166555,225.716294,5.35351043,2012,29,6
0.00014306,173.0491462,4.10436702,353.6221479,8.387184539,225.716294,5.35352174,2012,30,6
0.00014668,173.0491462,4.10437568,353.6221479,8.387201873,225.716294,5.35353333,2012,1,7
0.00014233,173.0491462,4.10438421,353.6221479,8.38721998,225.716294,5.35354473,2012,2,7
0.00014244,173.0491462,4.10439257,353.6221479,8.38723844,225.716294,5.35355614,2012,3,7
0.00013892,173.0491462,4.10440227,353.6221479,8.38725703,225.716294,5.3535681,2012,4,7
0.00013611,173.0491462,4.10441062,353.6221479,8.387273552,225.716294,5.35357923,2012,5,7
0.00013543,173.0491462,4.10441936,353.6221479,8.387291266,225.716294,5.35359082,2012,6,7
0.00013121,173.0491462,4.1044283,353.6221479,8.387308903,225.716294,5.35360278,2012,7,7
0.00012984,173.0491462,4.10443724,353.6221479,8.387327884,225.716294,5.3536137,2012,8,7
0.00012677,173.0491462,4.10444597,353.6221479,8.387345428,225.716294,5.35362522,2012,9,7
0.00012454,173.0491462,4.10445421,353.6221479,8.387364026,225.716294,5.35363718,2012,10,7
0.00011748,173.0491462,4.10446422,353.6221479,8.387380739,225.716294,5.35364838,2012,11,7
0.00011762,173.0491462,4.10447247,353.6221479,8.387400088,225.716294,5.35365969,2012,12,7
0.00011754,173.0491462,4.10448111,353.6221479,8.387419011,225.716294,5.35367129,2012,13,7
0.00011328,173.0491462,4.10449004,353.6221479,8.387436434,225.716294,5.3536824,2012,14,7
0.00011362,173.0491462,4.1044988,353.6221479,8.38745351,225.716294,5.35369378,2012,15,7
0.00010964,173.0491462,4.10450762,353.6221479,8.387471737,225.716294,5.35370586,2012,16,7
0.00010666,173.0491462,4.10451607,353.6221479,8.387491412,225.716294,5.35371755,2012,17,7
0.00010367,173.0491462,4.10452548,353.6221479,8.387508116,225.716294,5.35372857,2012,18,7
9.94e-05,173.0491462,4.10453413,353.6221479,8.387525727,225.716294,5.35374045,2012,19,7
9.85e-05,173.0491462,4.10454314,353.6221479,8.387542529,225.716294,5.35375173,2012,20,7
9.35e-05,173.0491462,4.10455188,353.6221479,8.387563328,225.716294,5.35376286,2012,21,7
9.55e-05,173.0491462,4.10456045,353.6221479,8.387580619,225.716294,5.35377445,2012,22,7
9.75e-05,173.0491462,4.10456908,353.6221479,8.387598688,225.716294,5.35378632,2012,23,7
9.5e-05,173.0491462,4.10457744,353.6221479,8.387616806,225.716294,5.35379764,2012,24,7
9e-05,173.0491462,4.10458743,353.6221479,8.387632104,225.716294,5.35380894,2012,25,7
8.77e-05,173.0491462,4.10459577,353.6221479,8.387652388,225.716294,5.35382053,2012,26,7
9.45e-05,173.0491462,4.1046048,353.6221479,8.38767109,225.716294,5.35383192,2012,27,7
9.34e-05,173.0491462,4.10461364,353.6221479,8.387687975,225.716294,5.3538437,2012,28,7
9.22e-05,173.0491462,4.10462259,353.6221479,8.387705732,225.716294,5.35385491,2012,29,7
0.00011268,173.0491462,4.10463093,353.6221479,8.387724978,225.716294,5.35386621,2012,30,7
0.0001173,173.0491462,4.10463956,353.6221479,8.387742862,225.716294,5.35387848,2012,31,7
0.00011574,173.0491462,4.10464917,353.6221479,8.387760382,225.716294,5.35388978,2012,1,8
0.00011895,173.0491462,4.10465753,353.6221479,8.387778391,225.716294,5.35390109,2012,2,8
0.00011909,173.0491462,4.10466607,353.6221479,8.387795773,225.716294,5.35391268,2012,3,8
0.00011983,173.0491462,4.1046753,353.6221479,8.387815271,225.716294,5.35392435,2012,4,8
0.00011491,173.0491462,4.10468443,353.6221479,8.387832066,225.716294,5.35393548,2012,5,8
0.00011786,173.0491462,4.10469268,353.6221479,8.387850813,225.716294,5.35394735,2012,6,8
0.00011672,173.0491462,4.10470084,353.6221479,8.387868623,225.716294,5.35395867,2012,7,8
0.00011382,173.0491462,4.10471093,353.6221479,8.387887472,225.716294,5.35397025,2012,8,8
0.00011376,173.0491462,4.10471928,353.6221479,8.387903657,225.716294,5.35398183,2012,9,8
0.00010941,173.0491462,4.1047282,353.6221479,8.387923575,225.716294,5.35399323,2012,10,8
0.00011972,173.0491462,4.10473714,353.6221479,8.387939248,225.716294,5.35400464,2012,11,8
0.00011948,173.0491462,4.10474599,353.6221479,8.387958779,225.716294,5.35401623,2012,12,8
0.0001196,173.0491462,4.1047549,353.6221479,8.387978612,225.716294,5.35402791,2012,13,8
0.00011717,173.0491462,4.10476268,353.6221479,8.387995221,225.716294,5.35403931,2012,14,8
0.00012509,173.0491462,4.1047723,353.6221479,8.388011772,225.716294,5.35405062,2012,15,8
0.00012352,173.0491462,4.10478112,353.6221479,8.388030234,225.716294,5.3540622,2012,16,8
0.00012138,173.0491462,4.10478995,353.6221479,8.388049115,225.716294,5.3540736,2012,17,8
0.00012491,173.0491462,4.10479869,353.6221479,8.38806692,225.716294,5.35408521,2012,18,8
0.00012052,173.0491462,4.10480775,353.6221479,8.388084373,225.716294,5.35409652,2012,19,8
0.00012053,173.0491462,4.10481609,353.6221479,8.388103011,225.716294,5.3541078,2012,20,8
0.00011834,173.0491462,4.10482462,353.6221479,8.388120585,225.716294,5.35411997,2012,21,8
0.00011783,173.0491462,4.10483452,353.6221479,8.388138221,225.716294,5.35413184,2012,22,8
0.00011729,173.0491462,4.10484269,353.6221479,8.38815711,225.716294,5.35414286,2012,23,8
0.00011614,173.0491462,4.10485143,353.6221479,8.38817635,225.716294,5.35415455,2012,24,8
0.00011146,173.0491462,4.10486026,353.6221479,8.388192584,225.716294,5.35416566,2012,25,8
0.00012998,173.0491462,4.1048692,353.6221479,8.388209957,225.716294,5.35417677,2012,26,8
0.00015252,173.0491462,4.10487773,353.6221479,8.388229695,225.716294,5.35418874,2012,27,8
0.00015786,173.0491462,4.10488637,353.6221479,8.388246398,225.716294,5.35420061,2012,28,8
0.00015719,173.0491462,4.10489618,353.6221479,8.388264987,225.716294,5.35421165,2012,29,8
0.00014835,173.0491462,4.10490444,353.6221479,8.388283679,225.716294,5.35422351,2012,30,8
0.00014515,173.0491462,4.10491336,353.6221479,8.388300474,225.716294,5.35423463,2012,31,8
0.00013652,173.0491462,4.10492249,353.6221479,8.3883179,225.716294,5.35424631,2012,1,9
0.00014459,173.0491462,4.10493124,353.6221479,8.388337851,225.716294,5.3542581,2012,2,9
0.00013734,173.0491462,4.10493958,353.6221479,8.388356267,225.716294,5.35426921,2012,3,9
0.00013467,173.0491462,4.10494842,353.6221479,8.388373969,225.716294,5.35428061,2012,4,9
0.00013087,173.0491462,4.10495793,353.6221479,8.388390576,225.716294,5.35429276,2012,5,9
0.00012931,173.0491462,4.10496609,353.6221479,8.388408471,225.716294,5.35430399,2012,6,9
0.00012365,173.0491462,4.10497511,353.6221479,8.388427999,225.716294,5.35431519,2012,7,9
0.0001162,173.0491462,4.10498385,353.6221479,8.38844462,225.716294,5.35432698,2012,8,9
0.0001135,173.0491462,4.10499291,353.6221479,8.388463443,225.716294,5.35433856,2012,9,9
0.00011309,173.0491462,4.10500144,353.6221479,8.388482089,225.716294,5.35434939,2012,10,9
0.00010511,173.0491462,4.10500978,353.6221479,8.388498608,225.716294,5.35436108,2012,11,9
0.00010889,173.0491462,4.10501977,353.6221479,8.388517382,225.716294,5.35437305,2012,12,9
0.00010595,173.0491462,4.10502793,353.6221479,8.388537126,225.716294,5.35438462,2012,13,9
0.00010207,173.0491462,4.10503678,353.6221479,8.388553644,225.716294,5.35439605,2012,14,9
9.89e-05,173.0491462,4.10504571,353.6221479,8.388570471,225.716294,5.35440753,2012,15,9
9.63e-05,173.0491462,4.10505465,353.6221479,8.388589973,225.716294,5.35441828,2012,16,9
9.47e-05,173.0491462,4.10506308,353.6221479,8.388608712,225.716294,5.35443052,2012,17,9
9.31e-05,173.0491462,4.10507163,353.6221479,8.388625606,225.716294,5.35444165,2012,18,9
9.59e-05,173.0491462,4.10508142,353.6221479,8.388643815,225.716294,5.35445371,2012,19,9
9.24e-05,173.0491462,4.10508941,353.6221479,8.388661899,225.716294,5.3544653,2012,20,9
9.29e-05,173.0491462,4.1050986,353.6221479,8.388681305,225.716294,5.35447649,2012,21,9
9.14e-05,173.0491462,4.10510755,353.6221479,8.388698193,225.716294,5.35448761,2012,22,9
9.01e-05,173.0491462,4.10511621,353.6221479,8.388715803,225.716294,5.35449958,2012,23,9
8.8e-05,173.0491462,4.10512502,353.6221479,8.388733347,225.716294,5.3545108,2012,24,9
9.26e-05,173.0491462,4.10513339,353.6221479,8.388752044,225.716294,5.35452257,2012,25,9
9.07e-05,173.0491462,4.10514298,353.6221479,8.388768656,225.716294,5.354534,2012,26,9
8.67e-05,173.0491462,4.10515143,353.6221479,8.388789333,225.716294,5.35454604,2012,27,9
8.68e-05,173.0491462,4.10516056,353.6221479,8.388805287,225.716294,5.35455726,2012,28,9
9.5e-05,173.0491462,4.1051692,353.6221479,8.38882259,225.716294,5.35456875,2012,29,9
9.85e-05,173.0491462,4.10517824,353.6221479,8.388843366,225.716294,5.35458005,2012,30,9
0.00010251,56.71955958,1.34553979,115.9052006,2.74958171,73.9820455,1.7550523,2012,1,10
0.0001055,1387.182005,38.8891068,2234.01038,45.02429902,1567.9211,32.098147,2012,2,10
0.00010985,2018.301699,56.7269609,3242.870338,65.32874499,2270.15678,46.4602925,2012,3,10
0.00011092,1944.636874,54.6558074,3124.58504,62.94716244,2187.32276,44.7658002,2012,4,10
0.00010805,1870.971793,52.5846457,3006.300103,60.56558806,2104.48917,43.0713276,2012,5,10
0.00010308,1797.306493,50.5134978,2888.014164,58.18400279,2021.65551,41.3768548,2012,6,10
0.00010489,1723.641333,48.4423583,2769.729134,55.80244486,1938.8219,39.6823794,2012,7,10
0.00010156,1649.976174,46.3712077,2651.443559,53.42088181,1855.98824,37.9879021,2012,8,10
0.00010809,1576.311185,44.3000599,2533.15816,51.03931036,1773.15409,36.2934367,2012,9,10
0.00011487,1502.645914,42.2289175,2414.873936,48.65774154,1690.32068,34.5989606,2012,10,10
0.00011888,1428.980891,40.1577669,2296.588134,46.27617293,1607.48695,32.904488,2012,11,10
0.00011881,1355.315647,38.0866233,2178.302586,43.89461532,1524.65301,31.2100147,2012,12,10
0.00012008,1281.650626,36.0154784,2060.01726,41.51305227,1441.81946,29.515544,2012,13,10
0.00011784,1207.98541,33.9443316,1941.732156,39.13148627,1358.98571,27.8210685,2012,14,10
0.00011729,1134.320306,31.873189,1823.446579,36.74991766,1276.15191,26.1266015,2012,15,10
0.00011974,1060.655397,29.8020414,1705.161358,34.36834158,1193.31819,24.4321277,2012,16,10
0.0001186,986.9901792,27.7308967,1586.876453,31.98678706,1110.48455,22.7376536,2012,17,10
0.0001166,913.3250469,25.6597483,1468.591099,29.60521854,1027.65086,21.0431834,2012,18,10
0.00012954,839.6599433,23.5886052,1350.305601,27.22365568,944.817252,19.3487141,2012,19,10
0.00013615,765.9947022,21.5174602,1232.020474,24.84209316,861.983332,17.6542431,2012,20,10
0.00013131,692.3295942,19.4463143,1113.735032,22.46052889,779.14964,15.9597718,2012,21,10
0.00013224,618.6645187,17.37517,995.4498454,20.07896747,696.315921,14.2653005,2012,22,10
0.00013053,544.999415,15.304025,877.1643798,17.69740048,613.482199,12.5708307,2012,23,10
0.00012899,471.3343364,13.2328791,758.8792183,15.31583348,530.648393,10.8763578,2012,24,10
0.00012797,397.6691639,11.1617346,640.5940578,12.93427282,447.814673,9.18188844,2012,25,10
0.00012666,324.0040697,9.09058903,522.3086762,10.55270948,364.981012,7.48741575,2012,26,10
0.00012752,250.3389542,7.0194437,404.0232662,8.171144689,282.147271,5.792947,2012,27,10
0.00012523,176.6738298,4.94829839,285.7381501,5.789582126,199.313584,4.09847501,2012,28,10
0.00017149,103.0087034,2.87715361,167.4527787,3.408018005,116.479824,2.40400508,2012,29,10
0.00018187,725.6003504,28.6562837,855.3597744,15.68449253,363.451945,6.70600459,2012,30,10
0.00017898,479.034738,17.2387786,659.1635368,13.31666207,324.922886,6.75781802,2012,31,10
0.00017371,172.9778969,4.10055401,353.4765397,8.379392074,225.623351,5.34854872,2012,1,11
0.00016627,172.9778969,4.10056255,353.4765397,8.379410286,225.623351,5.34856011,2012,2,11
0.00016047,172.9778969,4.10057158,353.4765397,8.379428414,225.623351,5.34857094,2012,3,11
0.00015513,172.9778969,4.10058013,353.4765397,8.379447204,225.623351,5.34858253,2012,4,11
0.00015621,172.9778969,4.10058849,353.4765397,8.3794657,225.623351,5.34859451,2012,5,11
0.0001554,172.9778969,4.10059789,353.4765397,8.379480368,225.623351,5.34860609,2012,6,11
0.00015582,172.9778969,4.10060666,353.4765397,8.379500957,225.623351,5.34861732,2012,7,11
0.00015139,172.9778969,4.10061519,353.4765397,8.379518605,225.623351,5.3486287,2012,8,11
0.00015099,172.9778969,4.10062392,353.4765397,8.379536529,225.623351,5.34863993,2012,9,11
0.0001544,172.9778969,4.10063295,353.4765397,8.379554089,225.623351,5.34865151,2012,10,11
0.00015186,172.9778969,4.1006415,353.4765397,8.379572364,225.623351,5.348663,2012,11,11
0.00015156,172.9778969,4.10065015,353.4765397,8.379590765,225.623351,5.3486742,2012,12,11
0.00014346,172.9778969,4.10065907,353.4765397,8.379608746,225.623351,5.34868562,2012,13,11
0.00015145,172.9778969,4.1006681,353.4765397,8.37962537,225.623351,5.3486972,2012,14,11
0.00014604,172.9778969,4.10067666,353.4765397,8.379642315,225.623351,5.34870862,2012,15,11
0.00015261,172.9778969,4.10068519,353.4765397,8.379662121,225.623351,5.34871981,2012,16,11
0.00015135,172.9778969,4.1006947,353.4765397,8.379679406,225.623351,5.34873187,2012,17,11
0.00014674,172.9778969,4.10070326,353.4765397,8.379698192,225.623351,5.34874338,2012,18,11
0.00014774,172.9778969,4.10071169,353.4765397,8.379715662,225.623351,5.34875478,2012,19,11
0.00014725,172.9778969,4.10072054,353.4765397,8.379731446,225.623351,5.34876607,2012,20,11
0.00014449,172.9778969,4.10072948,353.4765397,8.379752323,225.623351,5.34877757,2012,21,11
0.00014156,172.9778969,4.10073792,353.4765397,8.37976969,225.623351,5.34878907,2012,22,11
0.00014033,172.9778969,4.10074676,353.4765397,8.379787525,225.623351,5.34880029,2012,23,11
0.00014002,172.9778969,4.10075609,353.4765397,8.379806917,225.623351,5.34881167,2012,24,11
0.00013927,172.9778969,4.10076454,353.4765397,8.379823632,225.623351,5.34882374,2012,25,11
0.00014779,172.9778969,4.10077327,353.4765397,8.379842317,225.623351,5.34883486,2012,26,11
0.00014611,172.9778969,4.100782,353.4765397,8.379857892,225.623351,5.34884597,2012,27,11
0.00015313,172.9778969,4.10079113,353.4765397,8.379878006,225.623351,5.34885757,2012,28,11
0.00015126,172.9778969,4.10079958,353.4765397,8.379895176,225.623351,5.34886973,2012,29,11
0.0001594,172.9778969,4.10080822,353.4765397,8.379913023,225.623351,5.34888074,2012,30,11
0.00016177,172.9778969,4.10081736,353.4765397,8.379931396,225.623351,5.34889215,2012,1,12
0.00016341,172.9778969,4.100826,353.4765397,8.379948375,225.623351,5.34890344,2012,2,12
0.00016416,172.9778969,4.10083484,353.4765397,8.379967109,225.623351,5.34891541,2012,3,12
0.00016242,172.9778969,4.10084346,353.4765397,8.379985371,225.623351,5.34892654,2012,4,12
0.00016214,172.9778969,4.10085249,353.4765397,8.38000303,225.623351,5.34893756,2012,5,12
0.00016633,172.9778969,4.10086124,353.4765397,8.380021621,225.623351,5.34894906,2012,6,12
0.00016678,172.9778969,4.10086988,353.4765397,8.380038608,225.623351,5.34896074,2012,7,12
0.00016599,172.9778969,4.10087901,353.4765397,8.380058011,225.623351,5.34897214,2012,8,12
0.00016277,172.9778969,4.10088765,353.4765397,8.380075288,225.623351,5.34898352,2012,9,12
0.00016308,172.9778969,4.10089629,353.4765397,8.380093445,225.623351,5.34899531,2012,10,12
0.00016215,172.9778969,4.10090493,353.4765397,8.380110912,225.623351,5.3490069,2012,11,12
0.00016031,172.9778969,4.10091407,353.4765397,8.380128341,225.623351,5.34901821,2012,12,12
0.00016036,172.9778969,4.1009227,353.4765397,8.380147024,225.623351,5.34902932,2012,13,12
0.00015905,172.9778969,4.10093135,353.4765397,8.380162835,225.623351,5.34904072,2012,14,12
0.00015603,172.9778969,4.10094047,353.4765397,8.380182387,225.623351,5.3490525,2012,15,12
0.00015982,172.9778969,4.1009493,353.4765397,8.380199188,225.623351,5.3490641,2012,16,12
0.0001582,172.9778969,4.10095786,353.4765397,8.380217957,225.623351,5.34907503,2012,17,12
0.0001562,172.9778969,4.10096622,353.4765397,8.380237088,225.623351,5.34908698,2012,18,12
0.00015684,172.9778969,4.10097572,353.4765397,8.380254392,225.623351,5.34909867,2012,19,12
0.00015385,172.9778969,4.10098445,353.4765397,8.380272616,225.623351,5.34910941,2012,20,12
0.00015042,172.9778969,4.10099309,353.4765397,8.380289499,225.623351,5.34912128,2012,21,12
0.00015972,172.9778969,4.10100193,353.4765397,8.380309187,225.623351,5.34913297,2012,22,12
0.00018889,172.9778969,4.10101086,353.4765397,8.38032571,225.623351,5.34914418,2012,23,12
0.00021921,172.9778969,4.10101941,353.4765397,8.380344545,225.623351,5.34915577,2012,24,12
0.00023987,172.9778969,4.10102796,353.4765397,8.380360972,225.623351,5.34916718,2012,25,12
0.00024525,172.9778969,4.10103718,353.4765397,8.380379421,225.623351,5.34917866,2012,26,12
0.00023127,172.9778969,4.10104572,353.4765397,8.380397443,225.623351,5.34919026,2012,27,12
0.00022996,172.9778969,4.10105418,353.4765397,8.380415134,225.623351,5.34920129,2012,28,12
0.00023607,172.9778969,4.10106311,353.4765397,8.380433745,225.623351,5.34921266,2012,29,12
0.00024384,172.9778969,4.10107235,353.4765397,8.380451918,225.623351,5.34922474,2012,30,12
0.00024384,172.9778969,4.10107235,353.4765397,8.380451918,225.623351,5.34922474,2012,31,12
0.00026436,173.0491462,4.10277378,353.6221479,8.383927082,225.716294,5.35144381,2013,1,1
0.00025543,173.0491462,4.10278185,353.6221479,8.383947712,225.716294,5.35145482,2013,2,1
0.00025043,173.0491462,4.10279105,353.6221479,8.383965079,225.716294,5.35146632,2013,3,1
0.00025362,173.0491462,4.10280009,353.6221479,8.383983188,225.716294,5.35147801,2013,4,1
0.00024889,173.0491462,4.10280863,353.6221479,8.383999674,225.716294,5.35148959,2013,5,1
0.00024227,173.0491462,4.10281718,353.6221479,8.384017949,225.716294,5.3515008,2013,6,1
0.00023655,173.0491462,4.1028263,353.6221479,8.384035971,225.716294,5.35151269,2013,7,1
0.00023057,173.0491462,4.10283496,353.6221479,8.384053524,225.716294,5.35152398,2013,8,1
0.00022076,173.0491462,4.10284339,353.6221479,8.384071223,225.716294,5.35153528,2013,9,1
0.00021741,173.0491462,4.10285251,353.6221479,8.384088968,225.716294,5.35154649,2013,10,1
0.00021509,173.0491462,4.10286136,353.6221479,8.384108313,225.716294,5.35155829,2013,11,1
0.00022489,173.0491462,4.10286992,353.6221479,8.384126244,225.716294,5.35156978,2013,12,1
0.00022677,173.0491462,4.10287865,353.6221479,8.384143391,225.716294,5.35158126,2013,13,1
0.00022241,173.0491462,4.10288805,353.6221479,8.384161137,225.716294,5.35159267,2013,14,1
0.00022691,173.0491462,4.10289662,353.6221479,8.384178259,225.716294,5.35160436,2013,15,1
0.00023441,173.0491462,4.10290514,353.6221479,8.384198602,225.716294,5.35161575,2013,16,1
0.00023284,173.0491462,4.10291379,353.6221479,8.384216435,225.716294,5.35162696,2013,17,1
0.00023716,173.0491462,4.10292292,353.6221479,8.384232959,225.716294,5.35163789,2013,18,1
0.00023567,173.0491462,4.10293175,353.6221479,8.384251434,225.716294,5.35164968,2013,19,1
0.00022931,173.0491462,4.10294059,353.6221479,8.384270252,225.716294,5.35166202,2013,20,1
0.00022517,173.0491462,4.10294962,353.6221479,8.384288747,225.716294,5.35167304,2013,21,1
0.00022032,173.0491462,4.10295808,353.6221479,8.384305733,225.716294,5.35168435,2013,22,1
0.00021856,173.0491462,4.10296652,353.6221479,8.384324523,225.716294,5.35169575,2013,23,1
0.00022447,173.0491462,4.10297574,353.6221479,8.384343685,225.716294,5.35170704,2013,24,1
0.00023815,173.0491462,4.10298448,353.6221479,8.384359683,225.716294,5.35171901,2013,25,1
0.00023989,173.0491462,4.10299312,353.6221479,8.384376914,225.716294,5.35172994,2013,26,1
0.00023497,173.0491462,4.10300158,353.6221479,8.384394934,225.716294,5.35174183,2013,27,1
0.00023617,173.0491462,4.10301109,353.6221479,8.384413669,225.716294,5.35175332,2013,28,1
0.00023733,173.0491462,4.10301993,353.6221479,8.384431142,225.716294,5.35176481,2013,29,1
0.00025965,173.0491462,4.10302827,353.6221479,8.384450822,225.716294,5.35177593,2013,30,1
0.00027539,173.0491462,4.1030371,353.6221479,8.384467241,225.716294,5.35178781,2013,31,1
0.00027789,173.0491462,4.10304614,353.6221479,8.384483291,225.716294,5.3517996,2013,1,2
0.00027616,173.0491462,4.10305488,353.6221479,8.384503731,225.716294,5.35181021,2013,2,2
0.00027699,173.0491462,4.10306313,353.6221479,8.384522379,225.716294,5.3518221,2013,3,2
0.00026876,173.0491462,4.10307273,353.6221479,8.384539445,225.716294,5.3518335,2013,4,2
0.00026619,173.0491462,4.10308148,353.6221479,8.384555874,225.716294,5.35184498,2013,5,2
0.00026251,173.0491462,4.10309001,353.6221479,8.384573154,225.716294,5.35185619,2013,6,2
0.0002547,173.0491462,4.10309876,353.6221479,8.384594097,225.716294,5.35186817,2013,7,2
0.00024077,173.0491462,4.10310799,353.6221479,8.384610546,225.716294,5.3518791,2013,8,2
0.00023083,173.0491462,4.10311633,353.6221479,8.384629553,225.716294,5.35189069,2013,9,2
0.00023086,173.0491462,4.10312478,353.6221479,8.38464692,225.716294,5.35190246,2013,10,2
0.00022034,173.0491462,4.10313411,353.6221479,8.384664664,225.716294,5.35191406,2013,11,2
0.00021642,173.0491462,4.10314304,353.6221479,8.384683073,225.716294,5.35192537,2013,12,2
0.00021284,173.0491462,4.10315148,353.6221479,8.384701996,225.716294,5.35193676,2013,13,2
0.00020528,173.0491462,4.10316032,353.6221479,8.384719552,225.716294,5.35194796,2013,14,2
0.00020083,173.0491462,4.10316935,353.6221479,8.384736406,225.716294,5.35195937,2013,15,2
0.00019495,173.0491462,4.1031779,353.6221479,8.384755844,225.716294,5.35197107,2013,16,2
0.00020179,173.0491462,4.10318597,353.6221479,8.384773456,225.716294,5.35198245,2013,17,2
0.00019955,173.0491462,4.10319567,353.6221479,8.384789981,225.716294,5.35199404,2013,18,2
0.00018875,173.0491462,4.10320431,353.6221479,8.38480768,225.716294,5.35200573,2013,19,2
0.00019029,173.0491462,4.10321314,353.6221479,8.384826509,225.716294,5.35201714,2013,20,2
0.00018501,173.0491462,4.10322207,353.6221479,8.384845949,225.716294,5.35202853,2013,21,2
0.00018346,173.0491462,4.10323082,353.6221479,8.384861749,225.716294,5.35204003,2013,22,2
0.00017766,173.0491462,4.10323955,353.6221479,8.384880396,225.716294,5.35205162,2013,23,2
0.00018223,173.0491462,4.10324819,353.6221479,8.384898958,225.716294,5.35206274,2013,24,2
0.00018383,173.0491462,4.10325742,353.6221479,8.384915946,225.716294,5.3520746,2013,25,2
0.00018391,173.0491462,4.10326597,353.6221479,8.384934162,225.716294,5.35208619,2013,26,2
0.00018124,173.0491462,4.10327489,353.6221479,8.384952896,225.716294,5.35209741,2013,27,2
0.00017805,173.0491462,4.10328336,353.6221479,8.384970909,225.716294,5.3521093,2013,28,2
0.00017681,173.0491462,4.10329275,353.6221479,8.384987303,225.716294,5.35212059,2013,1,3
0.00018249,173.0491462,4.10330112,353.6221479,8.385008019,225.716294,5.3521316,2013,2,3
0.00018109,173.0491462,4.10330965,353.6221479,8.38502454,225.716294,5.3521433,2013,3,3
0.00018159,173.0491462,4.10331869,353.6221479,8.385041151,225.716294,5.35215517,2013,4,3
0.00018404,173.0491462,4.10332763,353.6221479,8.385060073,225.716294,5.35216589,2013,5,3
0.00018487,173.0491462,4.10333617,353.6221479,8.385077538,225.716294,5.35217815,2013,6,3
0.00018792,173.0491462,4.10334509,353.6221479,8.385096505,225.716294,5.35218937,2013,7,3
0.00018595,173.0491462,4.10335432,353.6221479,8.385112838,225.716294,5.35220049,2013,8,3
0.0001815,173.0491462,4.10336296,353.6221479,8.385132474,225.716294,5.35221226,2013,9,3
0.00017549,173.0491462,4.10337084,353.6221479,8.385150307,225.716294,5.35222375,2013,10,3
0.00017782,173.0491462,4.10338005,353.6221479,8.385167789,225.716294,5.35223507,2013,11,3
0.00016946,173.0491462,4.1033891,353.6221479,8.385186602,225.716294,5.35224677,2013,12,3
0.00017723,173.0491462,4.10339782,353.6221479,8.385205063,225.716294,5.35225794,2013,13,3
0.000175,173.0491462,4.10340675,353.6221479,8.385221772,225.716294,5.35226916,2013,14,3
0.00018174,173.0491462,4.10341578,353.6221479,8.385241582,225.716294,5.35228105,2013,15,3
0.00018195,173.0491462,4.10342434,353.6221479,8.385260044,225.716294,5.35229255,2013,16,3
0.00018004,173.0491462,4.10343268,353.6221479,8.385275617,225.716294,5.35230336,2013,17,3
0.00017597,173.0491462,4.10344171,353.6221479,8.385292605,225.716294,5.35231601,2013,18,3
0.00017273,173.0491462,4.10345065,353.6221479,8.385313984,225.716294,5.35232721,2013,19,3
0.00017561,173.0491462,4.10345948,353.6221479,8.385329753,225.716294,5.35233842,2013,20,3
0.00017769,173.0491462,4.10346803,353.6221479,8.385348304,225.716294,5.35235002,2013,21,3
0.00017798,173.0491462,4.10347743,353.6221479,8.385367043,225.716294,5.35236132,2013,22,3
0.00017578,173.0491462,4.10348589,353.6221479,8.385383742,225.716294,5.3523728,2013,23,3
0.00017301,173.0491462,4.10349452,353.6221479,8.385403372,225.716294,5.35238403,2013,24,3
0.00016913,173.0491462,4.10350355,353.6221479,8.385419704,225.716294,5.35239598,2013,25,3
0.00017024,173.0491462,4.10351212,353.6221479,8.385438537,225.716294,5.3524075,2013,26,3
0.00017141,173.0491462,4.10352124,353.6221479,8.385457183,225.716294,5.35241909,2013,27,3
0.00017278,173.0491462,4.10352977,353.6221479,8.385475124,225.716294,5.35243039,2013,28,3
0.0001697,173.0491462,4.10353939,353.6221479,8.3854923,225.716294,5.3524414,2013,29,3
0.0001709,173.0491462,4.10354726,353.6221479,8.385510404,225.716294,5.35245327,2013,30,3
0.00017065,173.0491462,4.10355591,353.6221479,8.385527739,225.716294,5.35246506,2013,31,3
0.00016939,173.0491462,4.10356531,353.6221479,8.385545348,225.716294,5.35247587,2013,1,4
0.00016486,173.0491462,4.10357396,353.6221479,8.385565347,225.716294,5.35248825,2013,2,4
0.00015941,173.0491462,4.1035826,353.6221479,8.385582589,225.716294,5.35249965,2013,3,4
0.00016297,173.0491462,4.10359124,353.6221479,8.385599573,225.716294,5.35251067,2013,4,4
0.00015888,173.0491462,4.10360067,353.6221479,8.385617356,225.716294,5.35252225,2013,5,4
0.0001729,173.0491462,4.10360892,353.6221479,8.385635864,225.716294,5.35253373,2013,6,4
